Isim,KullaniciAdi,YorumSayisi,RetweetSayisi,BegeniSayisi,Tweet 
Taocu Sahabe ®,@adamadamson,,,,"O kadar insan #AsgariÜcret için toplanıyor, rakamlar belirleniyor, sonunda Erdoğan Jesti diye birşeyden bahsediliyor, lütuf gibi. 

Gerçekten de asgari ücrete yapılacak 300 liralık zam Erdoğan'a prim getirir mi?

1 Yılda maaşınızdan çalınan bölüm bu zammın 3 katı değil mi?
#Xmas"
Ademsenturan,@Ademsenturan1,,,,"#ülkemizinGerçekleri
Günaydın İsmail bey daha asgari ücret gelmeden eridi gitti  siz daha millî ekonomi modeli uygulansın gerçekten nezaman bahsedeceksin"
HABERİNİZ,@HHaberiniz,,,1,TUİK Açıkladı: Asgari Ücret…
Yurt Gazetesi,@yurtgazetesi,,1,2,TÜİK'in asgari ücret önerisine işçilerden tepki!
Şenol ilhan,@senol_185,1,,1,"#ÜlkemizinGerçekleri. AsgariÜcret imam maaşı kadar olsun hak yerini bulsun  Teklif ediyorum 
Keyifli günler dilerim "
GSHallofFame,@GSHallofFame,,,,𝐓Üİ𝐊 asgari ücretin 2 bin 792 lira olması yönünde tavsiyede bulunmuş. Aslında en güzeli 𝐓Üİ𝐊 ve 𝐀Ü𝐁𝐊 (Asgari Ücret Belirleme Komisyonu) mensuplarının maaşlarına her yıl tavsiye ettikleri miktarda zam yapmak lazım. Bakalım asgari ücret kaç paraya çıkacak?
Ayşe Yılmaz rs tobacco,@Aysenaycan78,,,6,#ÜlkemizinGerçekleri asgari ücret teklifi 2792 tl #EsnafEntübe den çıkamadı  öldü halka kuru ekmek reva  @KucukkayaIsmail bey @FOXhaber @DundarErol_
Nahida,@Lhut37550009,,,,"Hatirlatirim, önceki asgari ücret artışını sağlayan kendisidir."
Makbule,@Makbulehepmayda,,,,"#ÜlkemizinGerçekleri günaydın İsmail bey, asgari ücret ile geçinmek mümkün değil; iktidar partisi asgari ücreti  3.000TL nin altında bırakırsa bu resmen halka hakaret olur."
grk,@gurkankatlav,,,,"#ÜlkemizinGerçekleri
#Asgariücret elektrike 1 yılda ne kadar zam geldiyse asgari ücrete aynı şekilde zam yapılması lazım."
ahmet diyapoğlu,@diyapoglu_ahmet,3,,,İstanbul’a ilk geldiğimde asgari ücret bile almıyordum. 4-5 yıl asgar ücretim bile altında maaşlara çalıştım. Sonra ehliyet alıp madeni yağ pazarlama işine başladım. Ve çok şükür 2003 yılından beri asgari ücrete çalışmak zorunda kalmadım. Herkes kendini geliştirsin bence
MustafaKemalAtatürküz,@ATAOGLUUUU,,1,4,Gnydn kardesim.   İktidar ters kise yapmaya calisiyor asgari ucreti nasil @herkesicinCHP yuksek tutar deyip kendileri cumhur ittifaki @Akparti @MHP_Bilgi asgari ücret net4000tl vergisz olsun diyorlarmış millet inanalımmı bence asgari ücretli umurlarında degil #ÜlkemizinGerçekleri
Makbule,@Makbulehepmayda,,,,"#ÜlkemizinGerçekleri günaydın İsmail bey, asgari ücret ile geçinmek mümkün değil; iktidar partisi asgari ücreti  3.000TL nin altında bırakırsa bu resmen halka hakaret olur."
grk,@gurkankatlav,,,,"#ÜlkemizinGerçekleri
#Asgariücret elektrike 1 yılda ne kadar zam geldiyse asgari ücrete aynı şekilde zam yapılması lazım."
ahmet diyapoğlu,@diyapoglu_ahmet,3,,,İstanbul’a ilk geldiğimde asgari ücret bile almıyordum. 4-5 yıl asgar ücretim bile altında maaşlara çalıştım. Sonra ehliyet alıp madeni yağ pazarlama işine başladım. Ve çok şükür 2003 yılından beri asgari ücrete çalışmak zorunda kalmadım. Herkes kendini geliştirsin bence
MustafaKemalAtatürküz,@ATAOGLUUUU,,1,4,Gnydn kardesim.   İktidar ters kise yapmaya calisiyor asgari ucreti nasil @herkesicinCHP yuksek tutar deyip kendileri cumhur ittifaki @Akparti @MHP_Bilgi asgari ücret net4000tl vergisz olsun diyorlarmış millet inanalımmı bence asgari ücretli umurlarında degil #ÜlkemizinGerçekleri
Mücahit Gülmez,@xMucopauL10,,,4,Asgari ücret 2505 diyorlar. Sanırım AKP GİDİYOR BU SEÇİM :)
Tolga Gül,@TolgaGul_6767,,,,"#ÜlkemizinGerçekleri asgari ücret alan,emekçi ve emekli sürünsün vekiller harika maaş alsın. Asgari ücreti TÜİK belirliyorsa neden vekillerin ve bakanların maaşları da TÜİK in belirlediği enflasyona göre yapmıyorlar?"
osman,@kartal78,,,,"Yoksulluk sınırından aşağıda asgari ücret olurmu laaaannnnnn.
Açlık sınırıymış. 
Açlık sınırında maaş olurmu qk"
Lodos Haber,@LodosHaber,,,,TÜİK'ten son dakika asgari ücret açıklaması
Yaser Aydın,@yaserkartal07,,,1,İyi reklam yapıyorsun ha seni vekil adayı gösterirler. Bu arada yeni asgari ücret teklifi sağlık çalışanlarının  maaşlarından yüksek!
BirGün Gazetesi,@BirGun_Gazetesi,7,38,124,"TÜİK’in 2 bin 792 liralık asgari ücret önerisine tepki yağdı
 
Bu tutarla bir asgari ücretlinin günde 7,14 lirayla karnını doyurması, ayda 872 lirayla barınması ve ısınması, bir buzdolabı için 77 ay çalışması, çocuğunu ayda 12 lirayla okutması gerekiyor"
Özgür,@OzgurrBeyy0,,,,"#Tüik üzerinden nabız yoklamada denebilir ama 2792 TL :  zerre kadar vatandaşın öneminin olmadığını kanıtlayan teklifcikdir. #asgariücret

Şu şartlarda geçim derdindeki sokaktaki vatandaş bile ‘Minimum’ 3500 olmalı derken şaka gibisiniz,artık sabır sınıyorsunuz gibi..pes"
Covid21plusPremium,@erdemalbayrakk,,,2,"Ülke olarak gelismemekte ısrar ediyoruz gerçekten. 

Tunusa 5 milyon dolar yardım yapıyoruz 
Ee asgari ücret  3000 olsun diyoruz 
Yetkililer yooo yok öyle bisey diyo 
Allah islah eylesin bu örümcek zihinleri"
ErdnEsk,@erdnesk,,,,Tuiki kullanarak 2792 tl asgari ücret hakkında tepkileri ölçmeye çalışıyorlar.
oktay7234 Yarka,@oktayYarka1,,2,39,"Asgari ücret belirleniyor! Misali#asgariücret
#gunaydin
#Rojbaş"
T.C. Bu VATAN bizim,@Vatanbizimdir,,,6,"Vergi borçları silinenlerin uçak aldığı, gelecege dair garantileri elinden alinan işçilerin hala aynı sendika peşinden koştuğu,verilen sözler yerine getirilmeyince mağduriyetleri devam edenlerin sözünde durmayanlara oy verdiği anlayışta asgari ücret de insani değerde olmaz!!!"
Antep Maymunu,@antepmaymunu,,,,Her yıl yapıldığı gibi bu yılda asgari ücret konusu tartışmalar yaratıyor. Dün 3. toplantı gerçekleştirildi ve ilk kez rakamlar konuşuldu. TÜİK bekâr bir işçinin asgari geçim tutarını açıkladı.
Barış BAKIRCI,@baris0605,,,,Hatta milletvekillerine asgari ücret verilsin
Kamil Secgen,@kamil_secgen,,,,@KucukkayaIsmail günaydın ismail bey ülkemizin gerçekleri işsizlik yüksek enflasyon geçim sıkıntısı emekli maaşları asgari ücret ve adaletsizliktir
İbrahim Ök,@deli_ibram,,,,Sayın bakan şunu da diyebilecek misiniz bakalım cumhurbaşkanlığı kararı ile asgarî ücret 3000 oldu falan belki 3500
Tuğçe Özsoy,@Daphniful,,,2,"çalıştırabiliyormuş. (Düşük ücret dediği önerilen asgari ücretin de altında) O zaman 3 kişi değil, 2 kişi, tek kişi çalıştır. Bir de iş arayan insanları kötülemiş, herkese cevap yetiştirmiş, yok Almanya'da kira yüksekmiş de bilmemne."
okan,@okankalkan38,,,1,"Sizin olay koltuk olayı !!! 
Yoksa asgari ücret miş , işçiymiş umurunuzda mı !!!"
damra,@worldrotation,,,1,olum ne cabuk gündemden düştu bu olay #asgariücret
Fatih Işık,@FatihIk51036618,,,,"erken seçim olunca siz iktidar,asgari ücret 20 000 olacak desene.yani komik bile değilsiniz"
MG10,@MG1097432689,,,,10 senedir Suriyelilere bakan ülke kendi vatandaşına açlık sınırı altında asgari ücret veriyor. Ekonomik olarak ileri gideceğine 25 sene geriye gidiyor. Biz bunları hak etmiyoruz!!!
Serkan,@DJeykll,1,6,15,"Günaydın Benan 
#Asgariücret i belirleyenler #asgariücret in yaklaşık 15 - 20 katı maaş alıyorlar. "
mine,@mcaliskan44,1,,,"Akp den bıktık ilk önce kendinize bakın millet aç işsiz sizin tek derdiniz kılıçdaroğlu ve chp 
Çifçinin traktörün icra gelmiş. Asgari ücret tiyatrosu çeviriyorsunuz. Milleti 39 tl mahkum ettiniz.
İlk seçimde gideceksiniz."
Dereli_Cedi,@derelicedi,,,,Yok asgari ücret düşük fiyatlar pahalı buna eyvallah ama erken seçim nedir onu anlamıyoruz.Bunlar mı yönetecek?
Yolumuz Sosyalizm,@YSosyalizm,,,,"TÜİK'in asgari ücret önerisi;

Ağır işlerde çalışanlar: 2792 TL

Orta nitelikli işlerde çalışanlar:    2507 TL

Hafif işlerde çalışanlar: 2339 TL"
Ayhan Önal ,@aoenal,,,,"Öyle sabit asgari ücret sayılarla birşey elde edilmez, enflasyon siler.Asgari maaş ile belirli minimum standardı yakalamalı.Devlet/Belediye ulaşım,elektrik,su,gaz,sağlık,kiralık ev ihtiyacını,eğitim,spor altyapı,her mah. park vs. el atmalı ve anadoluda istihdam vs. Gerisi gelir"
İbrahim Ök,@deli_ibram,,,,Sayın bakan şunu da diyebilecek misiniz bakalım cumhurbaşkanlığı kararı ile asgarî ücret 3000 oldu falan belki 3500
Tuğçe Özsoy,@Daphniful,,,2,"çalıştırabiliyormuş. (Düşük ücret dediği önerilen asgari ücretin de altında) O zaman 3 kişi değil, 2 kişi, tek kişi çalıştır. Bir de iş arayan insanları kötülemiş, herkese cevap yetiştirmiş, yok Almanya'da kira yüksekmiş de bilmemne."
okan,@okankalkan38,,,1,"Sizin olay koltuk olayı !!! 
Yoksa asgari ücret miş , işçiymiş umurunuzda mı !!!"
damra,@worldrotation,,,1,olum ne cabuk gündemden düştu bu olay #asgariücret
Fatih Işık,@FatihIk51036618,,,,"erken seçim olunca siz iktidar,asgari ücret 20 000 olacak desene.yani komik bile değilsiniz"
MG10,@MG1097432689,,,,10 senedir Suriyelilere bakan ülke kendi vatandaşına açlık sınırı altında asgari ücret veriyor. Ekonomik olarak ileri gideceğine 25 sene geriye gidiyor. Biz bunları hak etmiyoruz!!!
Serkan,@DJeykll,1,6,15,"Günaydın Benan 
#Asgariücret i belirleyenler #asgariücret in yaklaşık 15 - 20 katı maaş alıyorlar. "
mine,@mcaliskan44,1,,,"Akp den bıktık ilk önce kendinize bakın millet aç işsiz sizin tek derdiniz kılıçdaroğlu ve chp 
Çifçinin traktörün icra gelmiş. Asgari ücret tiyatrosu çeviriyorsunuz. Milleti 39 tl mahkum ettiniz.
İlk seçimde gideceksiniz."
Dereli_Cedi,@derelicedi,,,,Yok asgari ücret düşük fiyatlar pahalı buna eyvallah ama erken seçim nedir onu anlamıyoruz.Bunlar mı yönetecek?
Yolumuz Sosyalizm,@YSosyalizm,,,,"TÜİK'in asgari ücret önerisi;

Ağır işlerde çalışanlar: 2792 TL

Orta nitelikli işlerde çalışanlar:    2507 TL

Hafif işlerde çalışanlar: 2339 TL"
Ayhan Önal ,@aoenal,,,,"Öyle sabit asgari ücret sayılarla birşey elde edilmez, enflasyon siler.Asgari maaş ile belirli minimum standardı yakalamalı.Devlet/Belediye ulaşım,elektrik,su,gaz,sağlık,kiralık ev ihtiyacını,eğitim,spor altyapı,her mah. park vs. el atmalı ve anadoluda istihdam vs. Gerisi gelir"
Sözcü,@gazetesozcu,94,72,567,"CHP lideri Kılıçdaroğlu'ndan asgari ücret çıkışı:

 “Asgari ücretliden hangi vergiyi alacaksınız? Zaten geçinemiyor”"
alparslanaytemiz,@alparslanaytemi,,1,3,"Asgari ücret tavsiye eden hıyar arkadaş çok değil 3  ay bu parayla geçir sonra utan da bari öyle konuş

 #çarşamba
#sınavagelmiyorum
#MasumlarApartmanı
#Kubilay"
tv100ekonomi,@tv100ekonomi,,1,,TÜİK'ten asgari ücret açıklaması
Foreks Haber,@ForeksTurkey,5,,14,"TÜİK: Asgari Ücret Artış Oranını Biz Belirlemiyoruz
https://foreks.com/haberDetay?id=5fe2cb1cdc0e820001eec3d7…"
_eyv.allah,@eyvalla61077604,,,,#Ülkemizingercekleri sahte diploma saray masrafları milletin geçim sıkıntısı intihar eden vatandaşlar ve çalışanlara layık görülen asgari ücret
Sezgin Veli Osmanlı Torunu,@SezginVeli3,,,,Veliköy Çerkezköy sezgin veli  Dünyada en kutsal şey alınteri ekmek kazanmak emektir asgarî ücret için neden bu kadar vermemek için direniyorlar #ArtıkOlsun
ulaş,@huuls01,,,,"#carsamba #UEniversitelerYuezYueze #asgariuecret #COVID19 #menemen #yardım 
LÜTFEN RETWEET YAPAR MISINIZ ?BELKİ BİRİLERİ GÖRÜR .."
Sezgin Veli Osmanlı Torunu,@SezginVeli3,,,,#Artikolsun Veliköy Çerkezköy sezgin veli  Dünyada en kutsal şey alınteri ekmek kazanmak emektir asgarî ücret için neden bu kadar vermemek için direniyorlar
Hüseyin,@Hsyndm1907,,,,Avrupa da asgari ücret olması gerektiği gibi kabul görüyor. Yani asgari ücret demek bekar bir kişinin tek başına harcaması için ayrılan ödenek demektir ancak bu ülkemizde tam maaş anlamına geliyor ve çalışanların yarıdan fazlası asgari ücretle çalışıyor.
Tükenmez Haber,@tukenmezhaber,,,1,"TÜİK asgari ücret önerisini açıkladı https://tukenmezhaber.com/article/28043/tuik-asgari-ucret-onerisini-acikladi…
#TukenmezHaber"
evcil_kaktüs,@Abdulla83553800,,,,Asgari ücret 2500 den bahsediliyor 3000 olmalı diyoruz
Sıla Osman,@SilaOsman13,4,1,10,"Günaydınlar güne nasıl başladınız
.
.
.
#asgariuecret #danla #SkandallarPartisi"
Ulusal Kanal,@ulusalkanal,,,,"Türk-İş'ten asgari ücret açıklaması:

- TÜİK'in belirlediği rakam ülke gerçeklerini yansıtmıyor

http://ulusal.com.tr/i-h273222.html"
ҽɳαɳ,@Black_Ice_34,10,27,75,"TÜİK, asgari ücret hesaplamasına göre:
Ağır işçi 2792₺ : ayda 7 gün
Orta ağır işçi, 2507₺ : ayda 10 gün
Hafif işçi ,2339 : ayda 15 gün oruç tutarsa gayet rahat geçinebilir.

Diyanete göre fakirler cennete gidecek, zenginler kıskanacak.
#Günaydın YAŞAMAK

#çarşamba
#asgariücret"
Hülya Ekşioğlu,@cennethulya,,1,1,Şunu anlamıyorum ağır  iş hafif  iş böyle bir şey var mı ona bakılırsa en hafif işleri milletvekilleri yapıyor neden bu kadar yüksek alıyorlar sormak lazım saçmalık asgari ücret herkese göre aynı olmalıdır marketler kiralar ağır hafif   ayrı mi yapılsın
Bizim TV,@bizimtvcomtr,,,1,Az çok belli oldu... TÜİK'in 2 bin 792 liralık asgari ücret önerisine tepki! https://bizimtv.com.tr/guncel/az-cok-belli-oldu-tuikin-2-bin-792-liralik-asgari-ucret-onerisine-tepki-13192h… @bizimtvcomtr aracılığıyla
"fi'piçi' aaden, gör beni!",@spinoza_st,1,1,6,Günaydın asgari ücret suriyeli sığınmacılara ödenen kadar olsun. #AsgariÜcretVergisiz3100
Serkan,@izmitli_serkan,,,,Asgari ücret http://3ooo.net olması gerek herşeye zam asgari ücretli çalışani zamların altında değil hep üstünde tutmak zorunda olması gerekir...
HA7,@ha7_61,1,,1,"Herkes asgari ücret şu olsun bu olsun diye götünden rahat rahat konuşuyor
Ücreti alan için sorun yok
Ödeyen işveren için sabit yada azalan iş endeksinde şu dönemde var olan asgari ücreti bile vermek çok zorken zam yapılınca olacakları düşünün 
Götünüzden atmayın o yüzden :)))"
Uğur TUNA ,@ugurtuna001,,2,6,"Cumhuriyet tarihinin en büyük ücret zammını cennet mekan Erbakan hoca yapmıştı artık boynuz kulağı geçecek inşaallah.

Asgari ücret 3000tl li rakamlar konuşulurken emekli 1500tl ile zarağlıyor reis
@RTErdogan
@lutfielvan
@ZehraZumrutS"
ÖZGÜRÖZEL YALNIZdeğildir,@Eminersoy125,,,,#asgariuecret kendileri için olsa birgecede verirler kendi Türk vatandaşına olunca aylarca konuşuyorlar verelimi vermeyelimi diye düşünüyorlar siz merak etmeyin iş verenlerde #asgariuecret vermek istemiyorlar
evcil_kaktüs,@Abdulla83553800,,,,Normalde üç oturumda sonuçlanan asgarî ücret dördüncü oturuma gitti hayırdır 2507 den bahsediliyor 2700 bekliyoruz @ZehraZumrutS
Tek Yol Gandalf,@GandalfNd,,,1,2790 TL ağır işler için.Madenler http://felan.Asıl  asgari ücret çoğunluğun çalıştığı orta işler önerilen 2507 TL.Mevzu daha beter aslında
TRT Kurdî Türkçe,@trtkurditurkce,,,1,"-Mutasyon paniği sürüyor
-Mutasyona uğrayan virüs artık daha mı ölümcül? 
-Çalışanların gözü asgari ücret görüşmelerinde

Gündeme dair en önemli konular Hasan Ortaç ile @NuceyenSibe'de.

#NûçeyênSibê birazdan @TRTKurdiTV'de."
grk,@gurkankatlav,,,,O zaman asgari ücret 10.000 TL olur.
Ziya Hurşit bey,@daviante1903,1,,,Hahah komedi mv 30 bin maaş alıyor fiyatlar yüksek asgari ücret düşük diyor asgari ucretli akmallar aqpyi savunmak için hayır fiyatlar o kadar yüksek değil diyor 1000 lira bile çok bu akmallara
NİHAT,@NihatKse12,,,,@mesutyarlafcok #asgariücret en az 3000 olsun ki devlet vergi alsın çünkü  işverenler  çogu bankaya sadecee asgari ücreti yatırıyor geri kalan kısmını elden veriyor
murat,@mavisea,,,,"Evet yeterli diyenlerinde %99 Ya asgari ücret almıyordur 
Yada iş verendir.
Benim nazarımda başka bir açıklaması yoktur"
Bismil cumhuriyeti,@idriskirkpinar,,,,"#çarşamba Asgari ücret, Cumhurbaşkanı maaşının %4'ü kadar olursa

88.000x 0.04= 3520 ₺ olur.

#asgariücret"
denizdemir ,@avludenizdemirr,,,,"Asgari ücrete zam yapılırken / ürünlerin fiyatına zam yapılırken 

#asgariuecret #Zam"
mehmet arif köroğlu,@korogluma,1,,2,"Sene başında tanesi 35-40 kuruş olan yumurta , sene sonunda 1-1,5 Lira..Sene başında asgari ücret 5750 yumurtaya tekabül ederken sene sonunda ise 1840 yumurtaya tekabül ediyor."
Tolga Gül,@TolgaGul_6767,,,,"Günaydın,iyi yayınlar. #ArtıkOlsun asgari ücret en az 3000 TL. TÜİK in belirlediği enflasyona guvenmiyorlarsa neden vekillerin, bakanların maaşlarını da TÜİK in belirlediği enflasyona göre yapmıyorlar?"
Cem Boz,@_CemBoz_,15,4,107,"Doğrular her zaman yanlışı rahatsız eder.
Erkan Baş'ın meclis konuşması
Bütçe görüşmesi
#asgariücret
Kılıçdaroğlu
Cavit Çağlar"
her kuşu öptüm leylek kaldı,@herkusuoptum,,,,Asgari ücret 4000 olacak diyorlar doğrumu. Onu haber yapın. Çıkmış çöp haberi yapıyorsunuz. Çöplerde sıkıntı yok sabah 5 te alınıyor hergün
Cavit Karaca,@karaca_cavit,,1,4,"#asgariücret Dağ yine fare doğurdu. 
TÜİK, asgari ücret hesaplamasında dikkate alınan bekar bir çalışanın aylık asgari geçim tutarını hafif işler için 2 bin 339 orta işler için 2 bin 507 ve ağır işler için 2 bin 792 olarak belirledi. #çarşamba"
Cem Boz,@_CemBoz_,15,4,107,"Doğrular her zaman yanlışı rahatsız eder.
Erkan Baş'ın meclis konuşması
Bütçe görüşmesi
#asgariücret
Kılıçdaroğlu
Cavit Çağlar"
her kuşu öptüm leylek kaldı,@herkusuoptum,,,,Asgari ücret 4000 olacak diyorlar doğrumu. Onu haber yapın. Çıkmış çöp haberi yapıyorsunuz. Çöplerde sıkıntı yok sabah 5 te alınıyor hergün
Cavit Karaca,@karaca_cavit,,1,4,"#asgariücret Dağ yine fare doğurdu. 
TÜİK, asgari ücret hesaplamasında dikkate alınan bekar bir çalışanın aylık asgari geçim tutarını hafif işler için 2 bin 339 orta işler için 2 bin 507 ve ağır işler için 2 bin 792 olarak belirledi. #çarşamba"
BoOriSs ,@Im_bareas1905,1,,,"Asgari ücrete;
Resmi enflasyon kadar zam yaparsanız: 2700 ₺
Yeniden değerleme oranı kadar zam yaparsanız: 2600 ₺
Bülent Arınç'ın maaşına yaptığınız kadar zam yaparsanız: 4500 ₺
Elektriğe, doğalgaza yaptınız zam kadar zam yaparsanız: 6000 ₺ olur

#asgariücret"
Millî Gazete,@milligazetecom,,1,10,TÜİK asgari ücret tepkilerine cevap verdi: Verdiğimiz rakam...
Anestezist,@nickneyimyok,,,3,"#Tüik bu parayı çalışanlarına başkanına versin, #asgariücret zamlanmasın, böyle kalsın. Piyasa verileri var ellerinde, ne nerde ne kadar bilirler ne de olsa. Geçinsinler bakalım"
Şükrü KIRBOĞA,@kirbogasukru,,19,56,"Normal ekonomilerde asgari ücret istisnai bir durumdur, yani kalifiye olmayan ve çok küçük bir azınlığın aldığı ücrettir, alt sınırdır. 

Fakat ülkemizde çalışanların nerdeyse yarısı bu asgari ücretle çalışmaktadır. 

Yani kısaca kölelik ücreti bile bundan yüksektir."
Son Dakika Haberleri,@TwiterSonDakika,,,2,"Son Dakika Haberleri @TwiterSonDakika
TÜİK asgari ücret önerisini açıkladı"
Hasan Sami Özvarinli,@drhsvarinli,,,11,"TÜİK, asgari ücret için 2 bin 792 lira önerdi.
Bu kabul edilemez.
İYİ Parti'nin önerdiği gibi asgari ücret net 3 bin olmalı! #AsgariÜcretNet3000..."
